2025-12-19 16:04:00 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-19 16:32:11 | INFO     | log:151 | [get_corpus_stats] Rebuilding corpus stats cache...
2025-12-19 16:32:11 | INFO     | log:151 | [warmup] Corpus stats cache built
2025-12-19 16:32:11 | INFO     | log:151 | [warmup] System ready in 14.44s | URLs: ['http://localhost:6804', 'http://192.168.3.7:6804']
2025-12-19 16:40:27 | DEBUG    | log:153 | [index] Serving web UI
2025-12-19 16:40:27 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-19 16:40:27 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-19 16:40:27 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-19 16:40:27 | INFO     | log:151 | [list_documents] Found 15 documents
2025-12-19 16:41:04 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-19 16:41:04 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-19 16:41:04 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-19 16:41:04 | INFO     | log:151 | [list_documents] Found 15 documents
2025-12-19 16:42:24 | INFO     | log:151 | [search_single] Searching: 'tra cứu giao dịch với người gửi phạm văn an...' (top_k=10)
2025-12-19 16:42:24 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-19 16:42:24 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-19 16:42:24 | DEBUG    | log:153 | [normalize_query] 'tra cứu giao dịch với người gửi phạm văn...' -> 'Tra cứu giao dịch với người gửi phạm văn...'
2025-12-19 16:42:24 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [tra cứu giao dịch với người gửi phạm văn an] - formatted_query: [Tra cứu giao dịch với người gửi phạm văn an] - normalized_query: [Tra cứu giao dịch với người gửi phạm văn an]
2025-12-19 16:42:24 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.7880, max=8.0395
2025-12-19 16:42:24 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Tra cứu giao dịch với người gửi phạm văn an'
2025-12-19 16:42:24 | INFO     | log:151 | [search_single] Found 10 results
2025-12-19 16:42:24 | DEBUG    | log:153 | [search_single] Top: Tra cứu giao dịch theo loại giao dịch... (score=0.8115, sem=0.8735, bm25=1.0000, boost=0.0000)
2025-12-19 16:46:38 | INFO     | log:151 | [search_batch_stream] Batch stream search from: test_api.xlsx
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Cho tôi xem lịch sử giao dịch của tài kh...' -> 'Cho tôi xem lịch sử giao dịch của tài kh...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho tôi xem lịch sử giao dịch của tài khoản 0123456789] - formatted_query: [Cho tôi xem lịch sử giao dịch của tài khoản 0123456789] - normalized_query: [Cho tôi xem lịch sử giao dịch của tài khoản 0123456789]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.8559, max=29.3314
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho tôi xem lịch sử giao dịch ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Cho tôi xem lịch sử giao dịch ...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Tôi muốn tra cứu các giao dịch của số tà...' -> 'Tôi muốn tra cứu các giao dịch của số tà...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tôi muốn tra cứu các giao dịch của số tài khoản 0123456789] - formatted_query: [Tôi muốn tra cứu các giao dịch của số tài khoản 0123456789] - normalized_query: [Tôi muốn tra cứu các giao dịch của số tài khoản 0123456789]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=1.3084, max=34.7920
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn tra cứu các giao dịch...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tôi muốn tra cứu các giao dịch...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Liệt kê tất cả giao dịch liên quan đến t...' -> 'Liệt kê tất cả giao dịch liên quan đến t...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Liệt kê tất cả giao dịch liên quan đến tài khoản 0123456789] - formatted_query: [Liệt kê tất cả giao dịch liên quan đến tài khoản 0123456789] - normalized_query: [Liệt kê tất cả giao dịch liên quan đến tài khoản 0123456789]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.6210, max=51.0386
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê tất cả giao dịch liên ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Liệt kê tất cả giao dịch liên ...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Xem chi tiết các giao dịch từ tài khoản ...' -> 'Xem chi tiết các giao dịch từ tài khoản ...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Xem chi tiết các giao dịch từ tài khoản số 0123456789] - formatted_query: [Xem chi tiết các giao dịch từ tài khoản số 0123456789] - normalized_query: [Xem chi tiết các giao dịch từ tài khoản số 0123456789]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.7043, max=35.5854
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem chi tiết các giao dịch từ ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Xem chi tiết các giao dịch từ ...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Tài khoản 0123456789 có những giao dịch ...' -> 'Tài khoản 0123456789 có những giao dịch ...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tài khoản 0123456789 có những giao dịch nào?] - formatted_query: [Tài khoản 0123456789 có những giao dịch nào] - normalized_query: [Tài khoản 0123456789 có những giao dịch nào]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.4778, max=36.7564
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tài khoản 0123456789 có những ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tài khoản 0123456789 có những ...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Kiểm tra lịch sử giao dịch cho tài khoản...' -> 'Kiểm tra lịch sử giao dịch cho tài khoản...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Kiểm tra lịch sử giao dịch cho tài khoản 0123456789] - formatted_query: [Kiểm tra lịch sử giao dịch cho tài khoản 0123456789] - normalized_query: [Kiểm tra lịch sử giao dịch cho tài khoản 0123456789]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.7007, max=33.1194
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Kiểm tra lịch sử giao dịch cho...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Kiểm tra lịch sử giao dịch cho...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Hiển thị danh sách giao dịch của tài kho...' -> 'Hiển thị danh sách giao dịch của tài kho...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Hiển thị danh sách giao dịch của tài khoản 0123456789] - formatted_query: [Hiển thị danh sách giao dịch của tài khoản 0123456789] - normalized_query: [Hiển thị danh sách giao dịch của tài khoản 0123456789]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.6210, max=45.0281
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Hiển thị danh sách giao dịch c...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Hiển thị danh sách giao dịch c...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Tìm các giao dịch đã thực hiện trên tài ...' -> 'Tìm các giao dịch đã thực hiện trên tài ...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tìm các giao dịch đã thực hiện trên tài khoản 0123456789] - formatted_query: [Tìm các giao dịch đã thực hiện trên tài khoản 0123456789] - normalized_query: [Tìm các giao dịch đã thực hiện trên tài khoản 0123456789]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.6546, max=34.8007
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tìm các giao dịch đã thực hiện...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tìm các giao dịch đã thực hiện...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['trên']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tìm các giao dịch đã thực hiện...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch theo số tiền': 1}
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Tra cứu thông tin giao dịch của STK 0123...' -> 'Tra cứu thông tin giao dịch của stk 0123...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tra cứu thông tin giao dịch của STK 0123456789] - formatted_query: [Tra cứu thông tin giao dịch của stk 0123456789] - normalized_query: [Tra cứu thông tin giao dịch của stk 0123456789]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.7591, max=21.2849
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu thông tin giao dịch củ...' | Doc: Tra cứu lịch sử giao | Boost: 0.50 | Matched: ['tk', 'stk']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tra cứu thông tin giao dịch củ...' -> Tra cứu lịch sử giao dịch theo (score=2)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Cho biết các giao dịch phát sinh trên tà...' -> 'Cho biết các giao dịch phát sinh trên tà...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho biết các giao dịch phát sinh trên tài khoản 0123456789] - formatted_query: [Cho biết các giao dịch phát sinh trên tài khoản 0123456789] - normalized_query: [Cho biết các giao dịch phát sinh trên tài khoản 0123456789]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.6210, max=39.9190
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho biết các giao dịch phát si...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho biết các giao dịch phát si...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['trên']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Cho biết các giao dịch phát si...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch theo số tiền': 1}
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Lấy danh sách giao dịch của số tài khoản...' -> 'Lấy danh sách giao dịch của số tài khoản...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Lấy danh sách giao dịch của số tài khoản 0123456789] - formatted_query: [Lấy danh sách giao dịch của số tài khoản 0123456789] - normalized_query: [Lấy danh sách giao dịch của số tài khoản 0123456789]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.7553, max=45.0437
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Lấy danh sách giao dịch của số...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Lấy danh sách giao dịch của số...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Xem sao kê giao dịch tài khoản 012345678...' -> 'Xem sao kê giao dịch tài khoản 012345678...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Xem sao kê giao dịch tài khoản 0123456789] - formatted_query: [Xem sao kê giao dịch tài khoản 0123456789] - normalized_query: [Xem sao kê giao dịch tài khoản 0123456789]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.6210, max=41.1758
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem sao kê giao dịch tài khoản...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Xem sao kê giao dịch tài khoản...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Cung cấp lịch sử giao dịch của TK 012345...' -> 'Cung cấp lịch sử giao dịch của tk 012345...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cung cấp lịch sử giao dịch của TK 0123456789] - formatted_query: [Cung cấp lịch sử giao dịch của tk 0123456789] - normalized_query: [Cung cấp lịch sử giao dịch của tk 0123456789]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3127, max=21.2629
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cung cấp lịch sử giao dịch của...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Cung cấp lịch sử giao dịch của...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Tài khoản số 0123456789 đã giao dịch nhữ...' -> 'Tài khoản số 0123456789 đã giao dịch nhữ...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tài khoản số 0123456789 đã giao dịch những gì?] - formatted_query: [Tài khoản số 0123456789 đã giao dịch những gì] - normalized_query: [Tài khoản số 0123456789 đã giao dịch những gì]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3213, max=27.7840
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tài khoản số 0123456789 đã gia...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tài khoản số 0123456789 đã gia...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Tôi cần kiểm tra các giao dịch của tài k...' -> 'Tôi cần kiểm tra các giao dịch của tài k...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tôi cần kiểm tra các giao dịch của tài khoản 0123456789] - formatted_query: [Tôi cần kiểm tra các giao dịch của tài khoản 0123456789] - normalized_query: [Tôi cần kiểm tra các giao dịch của tài khoản 0123456789]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.5203, max=38.1196
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi cần kiểm tra các giao dịch...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tôi cần kiểm tra các giao dịch...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Cho xem các giao dịch đi và đến tài khoả...' -> 'Cho xem các giao dịch đi và đến tài khoả...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho xem các giao dịch đi và đến tài khoản 0123456789] - formatted_query: [Cho xem các giao dịch đi và đến tài khoản 0123456789] - normalized_query: [Cho xem các giao dịch đi và đến tài khoản 0123456789]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.6356, max=26.9404
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho xem các giao dịch đi và đế...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Cho xem các giao dịch đi và đế...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Tra soát giao dịch của số tài khoản 0123...' -> 'Tra soát giao dịch của số tài khoản 0123...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tra soát giao dịch của số tài khoản 0123456789] - formatted_query: [Tra soát giao dịch của số tài khoản 0123456789] - normalized_query: [Tra soát giao dịch của số tài khoản 0123456789]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.5582, max=35.9829
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra soát giao dịch của số tài ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tra soát giao dịch của số tài ...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Lịch sử giao dịch của STK 0123456789 như...' -> 'Lịch sử giao dịch của stk 0123456789 như...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Lịch sử giao dịch của STK 0123456789 như thế nào?] - formatted_query: [Lịch sử giao dịch của stk 0123456789 như thế nào] - normalized_query: [Lịch sử giao dịch của stk 0123456789 như thế nào]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3692, max=31.0471
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Lịch sử giao dịch của stk 0123...' | Doc: Tra cứu lịch sử giao | Boost: 0.50 | Matched: ['tk', 'stk']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Lịch sử giao dịch của stk 0123...' -> Tra cứu lịch sử giao dịch theo (score=2)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Cho tôi biết tài khoản 0123456789 có gia...' -> 'Cho tôi biết tài khoản 0123456789 có gia...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho tôi biết tài khoản 0123456789 có giao dịch gì không?] - formatted_query: [Cho tôi biết tài khoản 0123456789 có giao dịch gì không] - normalized_query: [Cho tôi biết tài khoản 0123456789 có giao dịch gì không]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.6210, max=47.2782
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho tôi biết tài khoản 0123456...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Cho tôi biết tài khoản 0123456...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Liệt kê các lần giao dịch của tài khoản ...' -> 'Liệt kê các lần giao dịch của tài khoản ...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Liệt kê các lần giao dịch của tài khoản 0123456789] - formatted_query: [Liệt kê các lần giao dịch của tài khoản 0123456789] - normalized_query: [Liệt kê các lần giao dịch của tài khoản 0123456789]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.6210, max=42.3449
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê các lần giao dịch của ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Liệt kê các lần giao dịch của ...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Xem lịch sử giao dịch từ ngày 01/12/2024...' -> 'Xem lịch sử giao dịch từ ngày 01/12/2024...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Xem lịch sử giao dịch từ ngày 01/12/2024 đến 31/12/2024] - formatted_query: [Xem lịch sử giao dịch từ ngày 01/12/2024 đến 31/12/2024] - normalized_query: [Xem lịch sử giao dịch từ ngày 01/12/2024 đến 31/12/2024]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3356, max=69.8024
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem lịch sử giao dịch từ ngày ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['ngày']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Xem lịch sử giao dịch từ ngày ...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Cho tôi các giao dịch trong tháng 12 năm...' -> 'Cho tôi các giao dịch trong tháng 12 năm...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho tôi các giao dịch trong tháng 12 năm 2024] - formatted_query: [Cho tôi các giao dịch trong tháng 12 năm 2024] - normalized_query: [Cho tôi các giao dịch trong tháng 12 năm 2024]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.1007, max=29.9846
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho tôi các giao dịch trong th...' | Doc: Tra cứu lịch sử giao | Boost: 0.50 | Matched: ['tháng', 'năm']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Cho tôi các giao dịch trong th...' -> Tra cứu lịch sử giao dịch theo (score=2)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Tra cứu giao dịch từ đầu tháng đến nay...' -> 'Tra cứu giao dịch từ đầu tháng đến nay...'
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tra cứu giao dịch từ đầu tháng đến nay] - formatted_query: [Tra cứu giao dịch từ đầu tháng đến nay] - normalized_query: [Tra cứu giao dịch từ đầu tháng đến nay]
2025-12-19 16:46:38 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=1.9272, max=37.7322
2025-12-19 16:46:38 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu giao dịch từ đầu tháng...' | Doc: Tra cứu lịch sử giao | Boost: 0.50 | Matched: ['tháng', 'nay']
2025-12-19 16:46:38 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tra cứu giao dịch từ đầu tháng...' -> Tra cứu lịch sử giao dịch theo (score=2)
2025-12-19 16:46:38 | DEBUG    | log:153 | [normalize_query] 'Liệt kê các giao dịch trong khoảng thời ...' -> 'Liệt kê các giao dịch trong khoảng thời ...'
