2025-12-19 08:49:08 | DEBUG    | log:152 | [index] Serving web UI
2025-12-19 08:50:46 | INFO     | log:150 | [upload_documents] Uploading 1 files
2025-12-19 08:50:46 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-19 08:50:46 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-19 08:50:46 | DEBUG    | log:152 | [build_search_text] Built search_text (938 chars)
2025-12-19 08:50:46 | DEBUG    | log:152 | [insert_document_with_examples] Inserting doc_id=2, search_text length=938
2025-12-19 08:50:46 | INFO     | log:150 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=2...
2025-12-19 08:50:46 | INFO     | log:150 | [insert_document_with_examples] doc_table.insert() completed in 0.06s for doc_id=2
2025-12-19 08:50:46 | DEBUG    | log:152 | [parse_examples_to_list] Parsed 20 examples
2025-12-19 08:50:46 | DEBUG    | log:152 | [insert_document_with_examples] Inserted 20 examples for doc_id=2
2025-12-19 08:50:46 | DEBUG    | log:152 | [build_search_text] Built search_text (943 chars)
2025-12-19 08:50:46 | DEBUG    | log:152 | [insert_document_with_examples] Inserting doc_id=3, search_text length=943
2025-12-19 08:50:46 | INFO     | log:150 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=3...
2025-12-19 08:50:46 | INFO     | log:150 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=3
2025-12-19 08:50:46 | DEBUG    | log:152 | [parse_examples_to_list] Parsed 20 examples
2025-12-19 08:50:46 | DEBUG    | log:152 | [insert_document_with_examples] Inserted 20 examples for doc_id=3
2025-12-19 08:50:46 | DEBUG    | log:152 | [build_search_text] Built search_text (1040 chars)
2025-12-19 08:50:46 | DEBUG    | log:152 | [insert_document_with_examples] Inserting doc_id=4, search_text length=1040
2025-12-19 08:50:46 | INFO     | log:150 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=4...
2025-12-19 08:50:46 | INFO     | log:150 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=4
2025-12-19 08:50:46 | DEBUG    | log:152 | [parse_examples_to_list] Parsed 20 examples
2025-12-19 08:50:46 | DEBUG    | log:152 | [insert_document_with_examples] Inserted 20 examples for doc_id=4
2025-12-19 08:50:46 | DEBUG    | log:152 | [build_search_text] Built search_text (946 chars)
2025-12-19 08:50:46 | DEBUG    | log:152 | [insert_document_with_examples] Inserting doc_id=5, search_text length=946
2025-12-19 08:50:46 | INFO     | log:150 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=5...
2025-12-19 08:50:46 | INFO     | log:150 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=5
2025-12-19 08:50:46 | DEBUG    | log:152 | [parse_examples_to_list] Parsed 20 examples
2025-12-19 08:50:46 | DEBUG    | log:152 | [insert_document_with_examples] Inserted 20 examples for doc_id=5
2025-12-19 08:50:46 | DEBUG    | log:152 | [build_search_text] Built search_text (1116 chars)
2025-12-19 08:50:46 | DEBUG    | log:152 | [insert_document_with_examples] Inserting doc_id=6, search_text length=1116
2025-12-19 08:50:46 | INFO     | log:150 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=6...
2025-12-19 08:50:46 | INFO     | log:150 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=6
2025-12-19 08:50:46 | DEBUG    | log:152 | [parse_examples_to_list] Parsed 20 examples
2025-12-19 08:50:46 | DEBUG    | log:152 | [insert_document_with_examples] Inserted 20 examples for doc_id=6
2025-12-19 08:50:46 | DEBUG    | log:152 | [build_search_text] Built search_text (889 chars)
2025-12-19 08:50:46 | DEBUG    | log:152 | [insert_document_with_examples] Inserting doc_id=7, search_text length=889
2025-12-19 08:50:46 | INFO     | log:150 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=7...
2025-12-19 08:50:46 | INFO     | log:150 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=7
2025-12-19 08:50:46 | DEBUG    | log:152 | [parse_examples_to_list] Parsed 20 examples
2025-12-19 08:50:46 | DEBUG    | log:152 | [insert_document_with_examples] Inserted 20 examples for doc_id=7
2025-12-19 08:50:46 | DEBUG    | log:152 | [build_search_text] Built search_text (1026 chars)
2025-12-19 08:50:46 | DEBUG    | log:152 | [insert_document_with_examples] Inserting doc_id=8, search_text length=1026
2025-12-19 08:50:46 | INFO     | log:150 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=8...
2025-12-19 08:50:46 | INFO     | log:150 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=8
2025-12-19 08:50:46 | DEBUG    | log:152 | [parse_examples_to_list] Parsed 1 examples
2025-12-19 08:50:46 | DEBUG    | log:152 | [insert_document_with_examples] Inserted 1 examples for doc_id=8
2025-12-19 08:50:46 | DEBUG    | log:152 | [build_search_text] Built search_text (959 chars)
2025-12-19 08:50:46 | DEBUG    | log:152 | [insert_document_with_examples] Inserting doc_id=9, search_text length=959
2025-12-19 08:50:46 | INFO     | log:150 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=9...
2025-12-19 08:50:47 | INFO     | log:150 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=9
2025-12-19 08:50:47 | DEBUG    | log:152 | [parse_examples_to_list] Parsed 20 examples
2025-12-19 08:50:47 | DEBUG    | log:152 | [insert_document_with_examples] Inserted 20 examples for doc_id=9
2025-12-19 08:50:47 | DEBUG    | log:152 | [build_search_text] Built search_text (1305 chars)
2025-12-19 08:50:47 | DEBUG    | log:152 | [insert_document_with_examples] Inserting doc_id=10, search_text length=1305
2025-12-19 08:50:47 | INFO     | log:150 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=10...
2025-12-19 08:50:47 | INFO     | log:150 | [insert_document_with_examples] doc_table.insert() completed in 0.05s for doc_id=10
2025-12-19 08:50:47 | DEBUG    | log:152 | [parse_examples_to_list] Parsed 20 examples
2025-12-19 08:50:47 | DEBUG    | log:152 | [insert_document_with_examples] Inserted 20 examples for doc_id=10
2025-12-19 08:50:47 | DEBUG    | log:152 | [build_search_text] Built search_text (1326 chars)
2025-12-19 08:50:47 | DEBUG    | log:152 | [insert_document_with_examples] Inserting doc_id=11, search_text length=1326
2025-12-19 08:50:47 | INFO     | log:150 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=11...
2025-12-19 08:50:47 | INFO     | log:150 | [insert_document_with_examples] doc_table.insert() completed in 0.05s for doc_id=11
2025-12-19 08:50:47 | DEBUG    | log:152 | [parse_examples_to_list] Parsed 20 examples
2025-12-19 08:50:47 | DEBUG    | log:152 | [insert_document_with_examples] Inserted 20 examples for doc_id=11
2025-12-19 08:50:47 | DEBUG    | log:152 | [build_search_text] Built search_text (867 chars)
2025-12-19 08:50:47 | DEBUG    | log:152 | [insert_document_with_examples] Inserting doc_id=12, search_text length=867
2025-12-19 08:50:47 | INFO     | log:150 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=12...
2025-12-19 08:50:47 | INFO     | log:150 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=12
2025-12-19 08:50:47 | DEBUG    | log:152 | [parse_examples_to_list] Parsed 0 examples
2025-12-19 08:50:47 | DEBUG    | log:152 | [build_search_text] Built search_text (1162 chars)
2025-12-19 08:50:47 | DEBUG    | log:152 | [insert_document_with_examples] Inserting doc_id=13, search_text length=1162
2025-12-19 08:50:47 | INFO     | log:150 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=13...
2025-12-19 08:50:47 | INFO     | log:150 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=13
2025-12-19 08:50:47 | DEBUG    | log:152 | [parse_examples_to_list] Parsed 20 examples
2025-12-19 08:50:47 | DEBUG    | log:152 | [insert_document_with_examples] Inserted 20 examples for doc_id=13
2025-12-19 08:50:47 | DEBUG    | log:152 | [build_search_text] Built search_text (1649 chars)
2025-12-19 08:50:47 | DEBUG    | log:152 | [insert_document_with_examples] Inserting doc_id=14, search_text length=1649
2025-12-19 08:50:47 | INFO     | log:150 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=14...
2025-12-19 08:50:47 | INFO     | log:150 | [insert_document_with_examples] doc_table.insert() completed in 0.05s for doc_id=14
2025-12-19 08:50:47 | DEBUG    | log:152 | [parse_examples_to_list] Parsed 20 examples
2025-12-19 08:50:47 | DEBUG    | log:152 | [insert_document_with_examples] Inserted 20 examples for doc_id=14
2025-12-19 08:50:47 | DEBUG    | log:152 | [build_search_text] Built search_text (1011 chars)
2025-12-19 08:50:47 | DEBUG    | log:152 | [insert_document_with_examples] Inserting doc_id=15, search_text length=1011
2025-12-19 08:50:47 | INFO     | log:150 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=15...
2025-12-19 08:50:48 | INFO     | log:150 | [insert_document_with_examples] doc_table.insert() completed in 0.35s for doc_id=15
2025-12-19 08:50:48 | DEBUG    | log:152 | [parse_examples_to_list] Parsed 20 examples
2025-12-19 08:50:48 | DEBUG    | log:152 | [insert_document_with_examples] Inserted 20 examples for doc_id=15
2025-12-19 08:50:48 | DEBUG    | log:152 | [build_search_text] Built search_text (984 chars)
2025-12-19 08:50:48 | DEBUG    | log:152 | [insert_document_with_examples] Inserting doc_id=16, search_text length=984
2025-12-19 08:50:48 | INFO     | log:150 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=16...
2025-12-19 08:50:48 | INFO     | log:150 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=16
2025-12-19 08:50:48 | DEBUG    | log:152 | [parse_examples_to_list] Parsed 20 examples
2025-12-19 08:50:48 | DEBUG    | log:152 | [insert_document_with_examples] Inserted 20 examples for doc_id=16
2025-12-19 08:50:48 | INFO     | log:150 | [upload_documents] Inserted 15 docs with 261 examples
2025-12-19 08:50:48 | DEBUG    | log:152 | [invalidate_embeddings_cache] Embeddings cache invalidated
2025-12-19 08:50:48 | DEBUG    | log:152 | [reset_all_caches] All caches invalidated
2025-12-19 08:50:48 | DEBUG    | log:152 | [list_documents] Fetching all documents...
2025-12-19 08:50:48 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-19 08:50:48 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-19 08:50:48 | INFO     | log:150 | [list_documents] Found 17 documents
2025-12-19 08:51:00 | DEBUG    | log:152 | [list_documents] Fetching all documents...
2025-12-19 08:51:00 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-19 08:51:00 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-19 08:51:00 | INFO     | log:150 | [list_documents] Found 17 documents
2025-12-19 08:51:07 | INFO     | log:150 | [delete_document] Deleting document doc_id=0
2025-12-19 08:51:07 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-19 08:51:07 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-19 08:51:07 | INFO     | log:150 | [delete_document] Deleted 10 examples
2025-12-19 08:51:07 | INFO     | log:150 | [delete_document] Document doc_id=0 deleted
2025-12-19 08:51:07 | DEBUG    | log:152 | [invalidate_embeddings_cache] Embeddings cache invalidated
2025-12-19 08:51:07 | DEBUG    | log:152 | [reset_all_caches] All caches invalidated
2025-12-19 08:51:07 | DEBUG    | log:152 | [list_documents] Fetching all documents...
2025-12-19 08:51:07 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-19 08:51:07 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-19 08:51:07 | INFO     | log:150 | [list_documents] Found 16 documents
2025-12-19 08:51:07 | DEBUG    | log:152 | [list_documents] Fetching all documents...
2025-12-19 08:51:07 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-19 08:51:07 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-19 08:51:07 | INFO     | log:150 | [list_documents] Found 16 documents
2025-12-19 08:51:30 | INFO     | log:150 | [search_single] Searching: 'Cho tôi các giao dịch trong tháng 12 năm 2024...' (top_k=10)
2025-12-19 08:51:30 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-19 08:51:30 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-19 08:51:30 | DEBUG    | log:152 | [normalize_query] 'Cho tôi các giao dịch trong tháng 12 năm...' -> 'Cho tôi các giao dịch trong tháng 12 năm...'
2025-12-19 08:51:30 | DEBUG    | log:152 | [perform_hybrid_search] query_text: [Cho tôi các giao dịch trong tháng 12 năm 2024] - formatted_query: [Cho tôi các giao dịch trong tháng 12 năm 2024] - normalized_query: [Cho tôi các giao dịch trong tháng 12 năm 2024]
2025-12-19 08:51:30 | INFO     | log:150 | [build_embeddings_cache] Building embeddings cache...
2025-12-19 08:51:31 | INFO     | log:150 | [build_embeddings_cache] Cache built in 0.71s: 281 examples, 16 docs on GPU (NVIDIA RTX A5000)
2025-12-19 08:51:31 | INFO     | log:150 | [get_corpus_stats] Rebuilding corpus stats cache...
2025-12-19 08:51:31 | DEBUG    | log:152 | [perform_hybrid_search] BM25 raw scores: min=0.0912, max=35.0068
2025-12-19 08:51:31 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Cho tôi các giao dịch trong th...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['trong tháng']
2025-12-19 08:51:31 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Cho tôi các giao dịch trong th...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['giao dịch']
2025-12-19 08:51:31 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Cho tôi các giao dịch trong th...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['giao dịch']
2025-12-19 08:51:31 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Cho tôi các giao dịch trong th...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['giao dịch']
2025-12-19 08:51:31 | DEBUG    | log:152 | [classify_query_intent] Ambiguous: 'Cho tôi các giao dịch trong th...' | Scores: {'Tra cứu lịch sử giao dịch theo khoảng thời gian': 1, 'Tra cứu giao dịch theo số tiền': 1, 'Tra cứu giao dịch theo trạng thái': 1, 'Tra cứu giao dịch theo loại giao dịch': 1}
2025-12-19 08:51:31 | INFO     | log:150 | [search_single] Found 10 results
2025-12-19 08:51:31 | DEBUG    | log:152 | [search_single] Top: Tra cứu lịch sử giao dịch theo khoảng thời gian... (score=0.8600, sem=0.9071, bm25=1.0000, boost=0.2500)
2025-12-19 08:59:21 | INFO     | log:150 | [search_batch_stream] Batch stream search from: test_api.xlsx
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-19 08:59:21 | DEBUG    | log:152 | [normalize_query] 'Cho tôi xem lịch sử giao dịch của tài kh...' -> 'Cho tôi xem lịch sử giao dịch của tài kh...'
2025-12-19 08:59:21 | DEBUG    | log:152 | [perform_hybrid_search] query_text: [Cho tôi xem lịch sử giao dịch của tài khoản 0123456789] - formatted_query: [Cho tôi xem lịch sử giao dịch của tài khoản 0123456789] - normalized_query: [Cho tôi xem lịch sử giao dịch của tài khoản 0123456789]
2025-12-19 08:59:21 | DEBUG    | log:152 | [perform_hybrid_search] BM25 raw scores: min=0.4558, max=30.0645
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Cho tôi xem lịch sử giao dịch ...' | Doc: Tra cứu lịch sử giao | Boost: 0.50 | Matched: ['lịch sử giao dịch', 'xem']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Cho tôi xem lịch sử giao dịch ...' | Doc: Tra cứu lịch sử giao | Boost: 0.50 | Matched: ['lịch sử giao dịch', 'xem']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Cho tôi xem lịch sử giao dịch ...' | Doc: Tra cứu lịch sử giao | Boost: 0.50 | Matched: ['lịch sử giao dịch', 'xem']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Cho tôi xem lịch sử giao dịch ...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['giao dịch']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Cho tôi xem lịch sử giao dịch ...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['giao dịch']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Cho tôi xem lịch sử giao dịch ...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['giao dịch']
2025-12-19 08:59:21 | DEBUG    | log:152 | [classify_query_intent] Ambiguous: 'Cho tôi xem lịch sử giao dịch ...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 2, 'Tra cứu lịch sử giao dịch theo khoảng thời gian': 2, 'Tra cứu giao dịch theo số tiền': 1, 'Tra cứu giao dịch theo trạng thái': 1, 'Tra cứu giao dịch theo loại giao dịch': 1}
2025-12-19 08:59:21 | DEBUG    | log:152 | [normalize_query] 'Tôi muốn tra cứu các giao dịch của số tà...' -> 'Tôi muốn tra cứu các giao dịch của số tà...'
2025-12-19 08:59:21 | DEBUG    | log:152 | [perform_hybrid_search] query_text: [Tôi muốn tra cứu các giao dịch của số tài khoản 0123456789] - formatted_query: [Tôi muốn tra cứu các giao dịch của số tài khoản 0123456789] - normalized_query: [Tôi muốn tra cứu các giao dịch của số tài khoản 0123456789]
2025-12-19 08:59:21 | DEBUG    | log:152 | [perform_hybrid_search] BM25 raw scores: min=1.2320, max=25.8771
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Tôi muốn tra cứu các giao dịch...' | Doc: Tra cứu lịch sử giao | Boost: 0.50 | Matched: ['tra cứu', 'số tài khoản']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Tôi muốn tra cứu các giao dịch...' | Doc: Tra cứu lịch sử giao | Boost: 0.50 | Matched: ['tra cứu', 'số tài khoản']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Tôi muốn tra cứu các giao dịch...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tra cứu']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Tôi muốn tra cứu các giao dịch...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['giao dịch']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Tôi muốn tra cứu các giao dịch...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['giao dịch']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Tôi muốn tra cứu các giao dịch...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['giao dịch']
2025-12-19 08:59:21 | DEBUG    | log:152 | [classify_query_intent] Classified: 'Tôi muốn tra cứu các giao dịch...' -> Tra cứu lịch sử giao dịch theo (score=2)
2025-12-19 08:59:21 | DEBUG    | log:152 | [normalize_query] 'Liệt kê tất cả giao dịch liên quan đến t...' -> 'Liệt kê tất cả giao dịch liên quan đến t...'
2025-12-19 08:59:21 | DEBUG    | log:152 | [perform_hybrid_search] query_text: [Liệt kê tất cả giao dịch liên quan đến tài khoản 0123456789] - formatted_query: [Liệt kê tất cả giao dịch liên quan đến tài khoản 0123456789] - normalized_query: [Liệt kê tất cả giao dịch liên quan đến tài khoản 0123456789]
2025-12-19 08:59:21 | DEBUG    | log:152 | [perform_hybrid_search] BM25 raw scores: min=0.2741, max=51.1987
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Liệt kê tất cả giao dịch liên ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['liệt kê']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Liệt kê tất cả giao dịch liên ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['liệt kê']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Liệt kê tất cả giao dịch liên ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['liệt kê']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Liệt kê tất cả giao dịch liên ...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['giao dịch']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Liệt kê tất cả giao dịch liên ...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['giao dịch']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Liệt kê tất cả giao dịch liên ...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['giao dịch']
2025-12-19 08:59:21 | DEBUG    | log:152 | [classify_query_intent] Ambiguous: 'Liệt kê tất cả giao dịch liên ...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu lịch sử giao dịch theo khoảng thời gian': 1, 'Tra cứu giao dịch theo số tiền': 1, 'Tra cứu giao dịch theo trạng thái': 1, 'Tra cứu giao dịch theo loại giao dịch': 1}
2025-12-19 08:59:21 | DEBUG    | log:152 | [normalize_query] 'Xem chi tiết các giao dịch từ tài khoản ...' -> 'Xem chi tiết các giao dịch từ tài khoản ...'
2025-12-19 08:59:21 | DEBUG    | log:152 | [perform_hybrid_search] query_text: [Xem chi tiết các giao dịch từ tài khoản số 0123456789] - formatted_query: [Xem chi tiết các giao dịch từ tài khoản số 0123456789] - normalized_query: [Xem chi tiết các giao dịch từ tài khoản số 0123456789]
2025-12-19 08:59:21 | DEBUG    | log:152 | [perform_hybrid_search] BM25 raw scores: min=1.5976, max=34.6342
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Xem chi tiết các giao dịch từ ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['xem']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Xem chi tiết các giao dịch từ ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['xem']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Xem chi tiết các giao dịch từ ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['xem']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Xem chi tiết các giao dịch từ ...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['giao dịch']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Xem chi tiết các giao dịch từ ...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['giao dịch']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Xem chi tiết các giao dịch từ ...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['giao dịch']
2025-12-19 08:59:21 | DEBUG    | log:152 | [classify_query_intent] Ambiguous: 'Xem chi tiết các giao dịch từ ...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu lịch sử giao dịch theo khoảng thời gian': 1, 'Tra cứu giao dịch theo số tiền': 1, 'Tra cứu giao dịch theo trạng thái': 1, 'Tra cứu giao dịch theo loại giao dịch': 1}
2025-12-19 08:59:21 | DEBUG    | log:152 | [normalize_query] 'Tài khoản 0123456789 có những giao dịch ...' -> 'Tài khoản 0123456789 có những giao dịch ...'
2025-12-19 08:59:21 | DEBUG    | log:152 | [perform_hybrid_search] query_text: [Tài khoản 0123456789 có những giao dịch nào?] - formatted_query: [Tài khoản 0123456789 có những giao dịch nào] - normalized_query: [Tài khoản 0123456789 có những giao dịch nào]
2025-12-19 08:59:21 | DEBUG    | log:152 | [perform_hybrid_search] BM25 raw scores: min=0.2431, max=38.7912
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Tài khoản 0123456789 có những ...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['giao dịch']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Tài khoản 0123456789 có những ...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['giao dịch']
2025-12-19 08:59:21 | DEBUG    | log:152 | [get_keyword_boost] Query: 'Tài khoản 0123456789 có những ...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['giao dịch']
2025-12-19 08:59:21 | DEBUG    | log:152 | [classify_query_intent] Ambiguous: 'Tài khoản 0123456789 có những ...' | Scores: {'Tra cứu giao dịch theo số tiền': 1, 'Tra cứu giao dịch theo trạng thái': 1, 'Tra cứu giao dịch theo loại giao dịch': 1}
2025-12-19 08:59:21 | DEBUG    | log:152 | [normalize_query] 'Kiểm tra lịch sử giao dịch cho tài khoản...' -> 'Kiểm tra lịch sử giao dịch cho tài khoản...'
2025-12-19 08:59:21 | DEBUG    | log:152 | [perform_hybrid_search] query_text: [Kiểm tra lịch sử giao dịch cho tài khoản 0123456789] - formatted_query: [Kiểm tra lịch sử giao dịch cho tài khoản 0123456789] - normalized_query: [Kiểm tra lịch sử giao dịch cho tài khoản 0123456789]
