2025-12-29 16:31:22 | DEBUG    | log:153 | [index] Serving web UI
2025-12-29 16:37:13 | INFO     | log:151 | [search_single] Searching: 'tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoả...' (top_k=10)
2025-12-29 16:37:13 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-29 16:37:13 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-29 16:37:13 | DEBUG    | log:153 | [normalize_query] 'tra cứu phỉ gỉao dịch chuyển khoản đến s...' -> 'Tra cứu phỉ gỉao dịch chuyển khoản đến s...'
2025-12-29 16:37:13 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoản 2008698951018 của tôi ngày 20/09/2018] - formatted_query: [Tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoản 2008698951018 của tôi ngày 20/09/2018] - normalized_query: [Tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoản 2008698951018 của tôi ngày 20/09/2018]
2025-12-29 16:37:13 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=1.3589, max=12.9055
2025-12-29 16:37:13 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phỉ gỉao dịch chuyển k...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-29 16:37:13 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phỉ gỉao dịch chuyển k...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['ngày']
2025-12-29 16:37:13 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phỉ gỉao dịch chuyển k...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['chuyển khoản']
2025-12-29 16:37:13 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tra cứu phỉ gỉao dịch chuyển k...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu lịch sử giao dịch theo khoảng thời gian': 1, 'Tra cứu giao dịch chuyển tiền': 1}
2025-12-29 16:37:13 | INFO     | log:151 | [search_single] Found 10 results
2025-12-29 16:37:13 | DEBUG    | log:153 | [search_single] Top: Tra cứu giao dịch theo loại giao dịch... (score=0.8013, sem=0.8590, bm25=1.0000, boost=0.0000)
2025-12-29 16:37:32 | INFO     | log:151 | [search_single] Searching: 'cho tôi xem lịch sử giao dịch của tài khoản 200869...' (top_k=10)
2025-12-29 16:37:32 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-29 16:37:32 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-29 16:37:32 | DEBUG    | log:153 | [normalize_query] 'cho tôi xem lịch sử giao dịch của tài kh...' -> 'Cho tôi xem lịch sử giao dịch của tài kh...'
2025-12-29 16:37:32 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [cho tôi xem lịch sử giao dịch của tài khoản 2008698951018] - formatted_query: [Cho tôi xem lịch sử giao dịch của tài khoản 2008698951018] - normalized_query: [Cho tôi xem lịch sử giao dịch của tài khoản 2008698951018]
2025-12-29 16:37:32 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.8559, max=14.6557
2025-12-29 16:37:32 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho tôi xem lịch sử giao dịch ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-29 16:37:32 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Cho tôi xem lịch sử giao dịch ...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-29 16:37:32 | INFO     | log:151 | [search_single] Found 10 results
2025-12-29 16:37:32 | DEBUG    | log:153 | [search_single] Top: Tra cứu lịch sử giao dịch theo số tài khoản... (score=0.8325, sem=0.8679, bm25=1.0000, boost=0.2500)
2025-12-29 16:39:36 | DEBUG    | log:153 | [index] Serving web UI
2025-12-29 16:39:36 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-29 16:39:36 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-29 16:39:36 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-29 16:39:36 | INFO     | log:151 | [list_documents] Found 15 documents
2025-12-29 16:39:47 | INFO     | log:151 | [search_single] Searching: 'Tra cứu phỉ gỉao dịch chuyển khoản đến stk 2008698...' (top_k=10)
2025-12-29 16:39:47 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-29 16:39:47 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-29 16:39:47 | DEBUG    | log:153 | [normalize_query] 'Tra cứu phỉ gỉao dịch chuyển khoản đến s...' -> 'Tra cứu phỉ gỉao dịch chuyển khoản đến s...'
2025-12-29 16:39:47 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tra cứu phỉ gỉao dịch chuyển khoản đến stk 2008698951018 của tôi ngày 20/09/2018] - formatted_query: [Tra cứu phỉ gỉao dịch chuyển khoản đến stk 2008698951018 của tôi ngày 20/09/2018] - normalized_query: [Tra cứu phỉ gỉao dịch chuyển khoản đến stk 2008698951018 của tôi ngày 20/09/2018]
2025-12-29 16:39:48 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=1.0050, max=12.5307
2025-12-29 16:39:48 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phỉ gỉao dịch chuyển k...' | Doc: Tra cứu lịch sử giao | Boost: 0.50 | Matched: ['tk', 'stk']
2025-12-29 16:39:48 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phỉ gỉao dịch chuyển k...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['ngày']
2025-12-29 16:39:48 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phỉ gỉao dịch chuyển k...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['chuyển khoản']
2025-12-29 16:39:48 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tra cứu phỉ gỉao dịch chuyển k...' -> Tra cứu lịch sử giao dịch theo (score=2)
2025-12-29 16:39:48 | INFO     | log:151 | [search_single] Found 10 results
2025-12-29 16:39:48 | DEBUG    | log:153 | [search_single] Top: Tra cứu giao dịch theo loại giao dịch... (score=0.8063, sem=0.8662, bm25=1.0000, boost=0.0000)
2025-12-29 16:40:30 | INFO     | log:151 | [search_single] Searching: 'tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoả...' (top_k=10)
2025-12-29 16:40:30 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-29 16:40:30 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-29 16:40:30 | DEBUG    | log:153 | [normalize_query] 'tra cứu phỉ gỉao dịch chuyển khoản đến s...' -> 'Tra cứu phỉ gỉao dịch chuyển khoản đến s...'
2025-12-29 16:40:30 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoản 2008698951018 của tôi ngày 20/09/2018] - formatted_query: [Tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoản 2008698951018 của tôi ngày 20/09/2018] - normalized_query: [Tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoản 2008698951018 của tôi ngày 20/09/2018]
2025-12-29 16:40:30 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=1.3589, max=12.9055
2025-12-29 16:40:30 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phỉ gỉao dịch chuyển k...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-29 16:40:30 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phỉ gỉao dịch chuyển k...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['ngày']
2025-12-29 16:40:30 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phỉ gỉao dịch chuyển k...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['chuyển khoản']
2025-12-29 16:40:30 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tra cứu phỉ gỉao dịch chuyển k...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu lịch sử giao dịch theo khoảng thời gian': 1, 'Tra cứu giao dịch chuyển tiền': 1}
2025-12-29 16:40:30 | INFO     | log:151 | [search_single] Found 10 results
2025-12-29 16:40:30 | DEBUG    | log:153 | [search_single] Top: Tra cứu giao dịch theo loại giao dịch... (score=0.8013, sem=0.8590, bm25=1.0000, boost=0.0000)
2025-12-29 16:41:22 | INFO     | log:151 | [search_single] Searching: 'tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoả...' (top_k=10)
2025-12-29 16:41:22 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-29 16:41:22 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-29 16:41:22 | DEBUG    | log:153 | [normalize_query] 'tra cứu phỉ gỉao dịch chuyển khoản đến s...' -> 'Tra cứu phỉ gỉao dịch chuyển khoản đến s...'
2025-12-29 16:41:22 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoản 2008698951018] - formatted_query: [Tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoản 2008698951018] - normalized_query: [Tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoản 2008698951018]
2025-12-29 16:41:22 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=1.3442, max=12.9055
2025-12-29 16:41:22 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phỉ gỉao dịch chuyển k...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-29 16:41:22 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phỉ gỉao dịch chuyển k...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['chuyển khoản']
2025-12-29 16:41:22 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tra cứu phỉ gỉao dịch chuyển k...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch chuyển tiền': 1}
2025-12-29 16:41:22 | INFO     | log:151 | [search_single] Found 10 results
2025-12-29 16:41:22 | DEBUG    | log:153 | [search_single] Top: Tra cứu giao dịch theo loại giao dịch... (score=0.7954, sem=0.8506, bm25=1.0000, boost=0.0000)
2025-12-29 16:41:34 | INFO     | log:151 | [search_single] Searching: 'tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoả...' (top_k=10)
2025-12-29 16:41:34 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-29 16:41:34 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-29 16:41:34 | DEBUG    | log:153 | [normalize_query] 'tra cứu phỉ gỉao dịch chuyển khoản đến s...' -> 'Tra cứu phỉ gỉao dịch chuyển khoản đến s...'
2025-12-29 16:41:34 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoản 2008698951018] - formatted_query: [Tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoản 2008698951018] - normalized_query: [Tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoản 2008698951018]
2025-12-29 16:41:34 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=1.3442, max=12.9055
2025-12-29 16:41:34 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phỉ gỉao dịch chuyển k...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-29 16:41:34 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phỉ gỉao dịch chuyển k...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['chuyển khoản']
2025-12-29 16:41:34 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tra cứu phỉ gỉao dịch chuyển k...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch chuyển tiền': 1}
2025-12-29 16:41:34 | INFO     | log:151 | [search_single] Found 10 results
2025-12-29 16:41:34 | DEBUG    | log:153 | [search_single] Top: Tra cứu giao dịch theo loại giao dịch... (score=0.7954, sem=0.8506, bm25=1.0000, boost=0.0000)
2025-12-29 16:41:59 | INFO     | log:151 | [search_single] Searching: 'tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoả...' (top_k=10)
2025-12-29 16:41:59 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-29 16:41:59 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-29 16:41:59 | DEBUG    | log:153 | [normalize_query] 'tra cứu phỉ gỉao dịch chuyển khoản đến s...' -> 'Tra cứu phỉ gỉao dịch chuyển khoản đến s...'
2025-12-29 16:41:59 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoản 2008698951018] - formatted_query: [Tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoản 2008698951018] - normalized_query: [Tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoản 2008698951018]
2025-12-29 16:42:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=1.3442, max=12.9055
2025-12-29 16:42:00 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phỉ gỉao dịch chuyển k...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-29 16:42:00 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phỉ gỉao dịch chuyển k...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['chuyển khoản']
2025-12-29 16:42:00 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tra cứu phỉ gỉao dịch chuyển k...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch chuyển tiền': 1}
2025-12-29 16:42:00 | INFO     | log:151 | [search_single] Found 10 results
2025-12-29 16:42:00 | DEBUG    | log:153 | [search_single] Top: Tra cứu giao dịch theo loại giao dịch... (score=0.7954, sem=0.8506, bm25=1.0000, boost=0.0000)
2025-12-29 16:42:19 | INFO     | log:151 | [search_single] Searching: 'tra cứu phí gỉao dịch chuyển khoản đến số tài khoả...' (top_k=10)
2025-12-29 16:42:19 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-29 16:42:19 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-29 16:42:19 | DEBUG    | log:153 | [normalize_query] 'tra cứu phí gỉao dịch chuyển khoản đến s...' -> 'Tra cứu phí gỉao dịch chuyển khoản đến s...'
2025-12-29 16:42:19 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [tra cứu phí gỉao dịch chuyển khoản đến số tài khoản 2008698951018] - formatted_query: [Tra cứu phí gỉao dịch chuyển khoản đến số tài khoản 2008698951018] - normalized_query: [Tra cứu phí gỉao dịch chuyển khoản đến số tài khoản 2008698951018]
2025-12-29 16:42:19 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=1.3442, max=25.4538
2025-12-29 16:42:19 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phí gỉao dịch chuyển k...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-29 16:42:19 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phí gỉao dịch chuyển k...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['chuyển khoản']
2025-12-29 16:42:19 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phí gỉao dịch chuyển k...' | Doc: Tra cứu phí giao dịc | Boost: 0.25 | Matched: ['phí']
2025-12-29 16:42:19 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tra cứu phí gỉao dịch chuyển k...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch chuyển tiền': 1, 'Tra cứu phí giao dịch': 1}
2025-12-29 16:42:19 | INFO     | log:151 | [search_single] Found 10 results
2025-12-29 16:42:19 | DEBUG    | log:153 | [search_single] Top: Tra cứu phí giao dịch... (score=0.8253, sem=0.8576, bm25=1.0000, boost=0.2500)
2025-12-29 16:47:16 | INFO     | log:151 | [search_single] Searching: 'cho tôi xem lịch sử giao dịch của tài khoản 200869...' (top_k=10)
2025-12-29 16:47:16 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-29 16:47:16 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-29 16:47:16 | DEBUG    | log:153 | [normalize_query] 'cho tôi xem lịch sử giao dịch của tài kh...' -> 'Cho tôi xem lịch sử giao dịch của tài kh...'
2025-12-29 16:47:16 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [cho tôi xem lịch sử giao dịch của tài khoản 2008698951018] - formatted_query: [Cho tôi xem lịch sử giao dịch của tài khoản 2008698951018] - normalized_query: [Cho tôi xem lịch sử giao dịch của tài khoản 2008698951018]
2025-12-29 16:47:16 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.8559, max=14.6557
2025-12-29 16:47:16 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho tôi xem lịch sử giao dịch ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-29 16:47:16 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Cho tôi xem lịch sử giao dịch ...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-29 16:47:16 | INFO     | log:151 | [search_single] Found 10 results
2025-12-29 16:47:16 | DEBUG    | log:153 | [search_single] Top: Tra cứu lịch sử giao dịch theo số tài khoản... (score=0.8325, sem=0.8679, bm25=1.0000, boost=0.2500)
2025-12-29 16:47:58 | DEBUG    | log:153 | [index] Serving web UI
2025-12-29 16:47:58 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-29 16:47:58 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-29 16:47:58 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-29 16:47:58 | INFO     | log:151 | [list_documents] Found 15 documents
2025-12-29 16:48:00 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-29 16:48:00 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-29 16:48:00 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-29 16:48:00 | INFO     | log:151 | [list_documents] Found 15 documents
2025-12-29 16:50:20 | INFO     | log:151 | [search_single] Searching: 'tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoả...' (top_k=10)
2025-12-29 16:50:20 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-29 16:50:20 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-29 16:50:20 | DEBUG    | log:153 | [normalize_query] 'tra cứu phỉ gỉao dịch chuyển khoản đến s...' -> 'Tra cứu phỉ gỉao dịch chuyển khoản đến s...'
2025-12-29 16:50:20 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoản 2008698951018 của tôi ngày 20/09/2018] - formatted_query: [Tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoản 2008698951018 của tôi ngày 20/09/2018] - normalized_query: [Tra cứu phỉ gỉao dịch chuyển khoản đến số tài khoản 2008698951018 của tôi ngày 20/09/2018]
2025-12-29 16:50:20 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=1.3589, max=12.9055
2025-12-29 16:50:20 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phỉ gỉao dịch chuyển k...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-29 16:50:20 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phỉ gỉao dịch chuyển k...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['ngày']
2025-12-29 16:50:20 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu phỉ gỉao dịch chuyển k...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['chuyển khoản']
2025-12-29 16:50:20 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tra cứu phỉ gỉao dịch chuyển k...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu lịch sử giao dịch theo khoảng thời gian': 1, 'Tra cứu giao dịch chuyển tiền': 1}
2025-12-29 16:50:20 | INFO     | log:151 | [search_single] Found 10 results
2025-12-29 16:50:20 | DEBUG    | log:153 | [search_single] Top: Tra cứu giao dịch theo loại giao dịch... (score=0.8013, sem=0.8590, bm25=1.0000, boost=0.0000)
2025-12-29 16:51:17 | DEBUG    | log:153 | [index] Serving web UI
2025-12-29 16:51:17 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-29 16:51:17 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-29 16:51:17 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-29 16:51:17 | INFO     | log:151 | [list_documents] Found 15 documents
2025-12-29 16:51:19 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-29 16:51:19 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-29 16:51:19 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-29 16:51:19 | INFO     | log:151 | [list_documents] Found 15 documents
2025-12-29 16:51:21 | INFO     | log:151 | [export_all_documents] Exporting all documents...
