2025-12-31 16:06:38 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 16:07:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=15, search_text length=981
2025-12-31 16:07:09 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=15...
2025-12-31 16:07:09 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=15
2025-12-31 16:07:09 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 16:07:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=15
2025-12-31 16:07:09 | DEBUG    | log:153 | [build_search_text] Built search_text (1044 chars)
2025-12-31 16:07:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=16, search_text length=1044
2025-12-31 16:07:09 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=16...
2025-12-31 16:07:09 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=16
2025-12-31 16:07:09 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 16:07:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=16
2025-12-31 16:07:09 | DEBUG    | log:153 | [build_search_text] Built search_text (1096 chars)
2025-12-31 16:07:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=17, search_text length=1096
2025-12-31 16:07:09 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=17...
2025-12-31 16:07:09 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=17
2025-12-31 16:07:09 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 16:07:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=17
2025-12-31 16:07:09 | DEBUG    | log:153 | [build_search_text] Built search_text (1124 chars)
2025-12-31 16:07:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=18, search_text length=1124
2025-12-31 16:07:09 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=18...
2025-12-31 16:07:09 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=18
2025-12-31 16:07:09 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 16:07:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=18
2025-12-31 16:07:09 | DEBUG    | log:153 | [build_search_text] Built search_text (1079 chars)
2025-12-31 16:07:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=19, search_text length=1079
2025-12-31 16:07:09 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=19...
2025-12-31 16:07:09 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=19
2025-12-31 16:07:09 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 16:07:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=19
2025-12-31 16:07:09 | INFO     | log:151 | [upload_documents] Inserted 5 docs with 100 examples
2025-12-31 16:07:09 | DEBUG    | log:153 | [invalidate_embeddings_cache] Embeddings cache invalidated
2025-12-31 16:07:09 | DEBUG    | log:153 | [reset_all_caches] All caches invalidated
2025-12-31 16:07:09 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 16:07:09 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 16:07:09 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 16:07:09 | INFO     | log:151 | [list_documents] Found 20 documents
2025-12-31 16:07:13 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 16:07:13 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 16:07:13 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 16:07:13 | INFO     | log:151 | [list_documents] Found 20 documents
