2025-12-31 15:02:10 | INFO     | log:151 | [search_batch_stream] Batch stream search from: query_getTransactionList_3.xlsx
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê các gd pending cho số ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê các gd pending cho số ...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê các gd pending cho số ...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê các gd pending cho số ...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê các gd pending cho số ...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê các gd pending cho số ...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 15:02:11 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Liệt kê các gd pending cho số ...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'getTransactionList | Tra cứu giao dịch đang chờ xử lý hoặc chờ duyệt': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo số tài khoản nguồn': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo khoảng thời gian': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo loại giao dịch': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo số tiền hoặc hạn mức': 1}
2025-12-31 15:02:11 | DEBUG    | log:153 | [normalize_query] 'tai khoan 0123456789 co lenh dang doi ko...' -> 'Tai khoan 0123456789 co lenh dang doi ko...'
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [tai khoan 0123456789 co lenh dang doi ko] - formatted_query: [Tai khoan 0123456789 co lenh dang doi ko] - normalized_query: [Tai khoan 0123456789 co lenh dang doi ko]
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.1459, max=15.6897
2025-12-31 15:02:11 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Tai khoan 0123456789 co lenh dang doi ko'
2025-12-31 15:02:11 | DEBUG    | log:153 | [normalize_query] 'show me pending for 0123456789...' -> 'Show me pending for 0123456789...'
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [show me pending for 0123456789] - formatted_query: [Show me pending for 0123456789] - normalized_query: [Show me pending for 0123456789]
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=7.1624
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Show me pending for 0123456789...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Show me pending for 0123456789...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Show me pending for 0123456789...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Show me pending for 0123456789...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Show me pending for 0123456789...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 15:02:11 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Show me pending for 0123456789...' | Scores: {'getTransactionList | Tra cứu giao dịch đang chờ xử lý hoặc chờ duyệt': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo số tài khoản nguồn': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo khoảng thời gian': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo loại giao dịch': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo số tiền hoặc hạn mức': 1}
2025-12-31 15:02:11 | DEBUG    | log:153 | [normalize_query] 'tk nguồn 0123456789 còn lệnh nào chưa ac...' -> 'Tk nguồn 0123456789 còn lệnh nào chưa ac...'
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [tk nguồn 0123456789 còn lệnh nào chưa accept ko] - formatted_query: [Tk nguồn 0123456789 còn lệnh nào chưa accept ko] - normalized_query: [Tk nguồn 0123456789 còn lệnh nào chưa accept ko]
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=23.6438
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tk nguồn 0123456789 còn lệnh n...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-31 15:02:11 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tk nguồn 0123456789 còn lệnh n...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-31 15:02:11 | DEBUG    | log:153 | [normalize_query] 'tra cứu gd chưa phê duyệt của tk 0123456...' -> 'Tra cứu gd chưa phê duyệt của tk 0123456...'
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [tra cứu gd chưa phê duyệt của tk 0123456789] - formatted_query: [Tra cứu gd chưa phê duyệt của tk 0123456789] - normalized_query: [Tra cứu gd chưa phê duyệt của tk 0123456789]
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3888, max=18.5149
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu gd chưa phê duyệt của ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tra cứu gd chưa phê duyệt của ...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['phê duyệt']
2025-12-31 15:02:11 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tra cứu gd chưa phê duyệt của ...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch theo trạng thái': 1}
2025-12-31 15:02:11 | DEBUG    | log:153 | [normalize_query] 'tk 0123456789 co lenh nao chua duoc chec...' -> 'Tk 0123456789 co lenh nao chua duoc chec...'
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [tk 0123456789 co lenh nao chua duoc checker duyet ko?] - formatted_query: [Tk 0123456789 co lenh nao chua duoc checker duyet ko] - normalized_query: [Tk 0123456789 co lenh nao chua duoc checker duyet ko]
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=18.5028
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tk 0123456789 co lenh nao chua...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tk 0123456789 co lenh nao chua...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['ck']
2025-12-31 15:02:11 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tk 0123456789 co lenh nao chua...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch chuyển tiền': 1}
2025-12-31 15:02:11 | DEBUG    | log:153 | [normalize_query] 'check status gđ chưa duyệt tk 0123456789...' -> 'Check status gđ chưa duyệt tk 0123456789...'
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [check status gđ chưa duyệt tk 0123456789] - formatted_query: [Check status gđ chưa duyệt tk 0123456789] - normalized_query: [Check status gđ chưa duyệt tk 0123456789]
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=13.3247
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Check status gđ chưa duyệt tk ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Check status gđ chưa duyệt tk ...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['ck']
2025-12-31 15:02:11 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Check status gđ chưa duyệt tk ...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch chuyển tiền': 1}
2025-12-31 15:02:11 | DEBUG    | log:153 | [normalize_query] 'liệt kê các lệnh chuyển tiền bị treo của...' -> 'Liệt kê các lệnh chuyển tiền bị treo của...'
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [liệt kê các lệnh chuyển tiền bị treo của stk 0123456789] - formatted_query: [Liệt kê các lệnh chuyển tiền bị treo của stk 0123456789] - normalized_query: [Liệt kê các lệnh chuyển tiền bị treo của stk 0123456789]
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.8820, max=33.8187
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê các lệnh chuyển tiền b...' | Doc: Tra cứu lịch sử giao | Boost: 0.50 | Matched: ['tk', 'stk']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê các lệnh chuyển tiền b...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['chuyển tiền']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê các lệnh chuyển tiền b...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['chuyển tiền']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê các lệnh chuyển tiền b...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['stk']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê các lệnh chuyển tiền b...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chuyển tiền']
2025-12-31 15:02:11 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Liệt kê các lệnh chuyển tiền b...' -> Tra cứu lịch sử giao dịch theo (score=2)
2025-12-31 15:02:11 | DEBUG    | log:153 | [normalize_query] 'ds giao dịch pending stk 0123456789...' -> 'Ds giao dịch pending stk 0123456789...'
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [ds giao dịch pending stk 0123456789] - formatted_query: [Ds giao dịch pending stk 0123456789] - normalized_query: [Ds giao dịch pending stk 0123456789]
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.2816, max=13.2032
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Ds giao dịch pending stk 01234...' | Doc: Tra cứu lịch sử giao | Boost: 0.50 | Matched: ['tk', 'stk']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Ds giao dịch pending stk 01234...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Ds giao dịch pending stk 01234...' | Doc: getTransactionList | | Boost: 0.50 | Matched: ['pending', 'stk']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Ds giao dịch pending stk 01234...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Ds giao dịch pending stk 01234...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Ds giao dịch pending stk 01234...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 15:02:11 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Ds giao dịch pending stk 01234...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 2, 'getTransactionList | Tra cứu giao dịch đang chờ xử lý hoặc chờ duyệt': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo số tài khoản nguồn': 2, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo khoảng thời gian': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo loại giao dịch': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo số tiền hoặc hạn mức': 1}
2025-12-31 15:02:11 | DEBUG    | log:153 | [normalize_query] 'cho minh xem cac lenh dang cho cua tai k...' -> 'Cho minh xem cac lenh dang cho cua tai k...'
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [cho minh xem cac lenh dang cho cua tai khoan 0123456789] - formatted_query: [Cho minh xem cac lenh dang cho cua tai khoan 0123456789] - normalized_query: [Cho minh xem cac lenh dang cho cua tai khoan 0123456789]
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.2681, max=17.9902
2025-12-31 15:02:11 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Cho minh xem cac lenh dang cho cua tai khoan 01234'
2025-12-31 15:02:11 | DEBUG    | log:153 | [normalize_query] 'Tài khoản 11223344 có lệnh nào đang treo...' -> 'Tài khoản 11223344 có lệnh nào đang treo...'
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tài khoản 11223344 có lệnh nào đang treo không?] - formatted_query: [Tài khoản 11223344 có lệnh nào đang treo không] - normalized_query: [Tài khoản 11223344 có lệnh nào đang treo không]
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.2193, max=28.4010
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tài khoản 11223344 có lệnh nào...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tài khoản 11223344 có lệnh nào...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['tài khoản']
2025-12-31 15:02:11 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tài khoản 11223344 có lệnh nào...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo số tài khoản nguồn': 1}
2025-12-31 15:02:11 | DEBUG    | log:153 | [normalize_query] 'Kiểm tra các giao dịch chờ duyệt phát si...' -> 'Kiểm tra các giao dịch chờ duyệt phát si...'
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Kiểm tra các giao dịch chờ duyệt phát sinh từ số tài khoản 0987654321.] - formatted_query: [Kiểm tra các giao dịch chờ duyệt phát sinh từ số tài khoản 0987654321] - normalized_query: [Kiểm tra các giao dịch chờ duyệt phát sinh từ số tài khoản 0987654321]
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.4367, max=31.9821
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Kiểm tra các giao dịch chờ duy...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Kiểm tra các giao dịch chờ duy...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['chờ']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Kiểm tra các giao dịch chờ duy...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chờ duyệt']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Kiểm tra các giao dịch chờ duy...' | Doc: getTransactionList | | Boost: 0.75 | Matched: ['chờ duyệt', 'tài khoản', 'số tài khoản']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Kiểm tra các giao dịch chờ duy...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chờ duyệt']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Kiểm tra các giao dịch chờ duy...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chờ duyệt']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Kiểm tra các giao dịch chờ duy...' | Doc: getTransactionList | | Boost: 0.50 | Matched: ['chờ duyệt', 'từ']
2025-12-31 15:02:11 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Kiểm tra các giao dịch chờ duy...' -> getTransactionList | Tra cứu g (score=3)
2025-12-31 15:02:11 | DEBUG    | log:153 | [normalize_query] 'Liệt kê lệnh chưa đi của STK 88888888....' -> 'Liệt kê lệnh chưa đi của stk 88888888...'
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Liệt kê lệnh chưa đi của STK 88888888.] - formatted_query: [Liệt kê lệnh chưa đi của stk 88888888] - normalized_query: [Liệt kê lệnh chưa đi của stk 88888888]
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.2683, max=23.2579
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê lệnh chưa đi của stk 8...' | Doc: Tra cứu lịch sử giao | Boost: 0.50 | Matched: ['tk', 'stk']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê lệnh chưa đi của stk 8...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['stk']
2025-12-31 15:02:11 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Liệt kê lệnh chưa đi của stk 8...' -> Tra cứu lịch sử giao dịch theo (score=2)
2025-12-31 15:02:11 | DEBUG    | log:153 | [normalize_query] 'Các lệnh chuyển tiền từ tài khoản A123 đ...' -> 'Các lệnh chuyển tiền từ tài khoản a123 đ...'
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Các lệnh chuyển tiền từ tài khoản A123 đang ở trạng thái nào?] - formatted_query: [Các lệnh chuyển tiền từ tài khoản a123 đang ở trạng thái nào] - normalized_query: [Các lệnh chuyển tiền từ tài khoản a123 đang ở trạng thái nào]
2025-12-31 15:02:11 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=1.0884, max=46.4785
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Các lệnh chuyển tiền từ tài kh...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Các lệnh chuyển tiền từ tài kh...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['trạng thái']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Các lệnh chuyển tiền từ tài kh...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['chuyển tiền']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Các lệnh chuyển tiền từ tài kh...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['chuyển tiền']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Các lệnh chuyển tiền từ tài kh...' | Doc: getTransactionList | | Boost: 0.50 | Matched: ['tài khoản', 'từ tài khoản']
2025-12-31 15:02:11 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Các lệnh chuyển tiền từ tài kh...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chuyển tiền']
